dataset,gene,position,n_classes,n_kmers,observed,null_mean,null_sd,null_p95,null_max,empirical_p,z_score
SARS-CoV-2,ORF1ab,307,19,1,0.0310924291827524,0.004345830666862732,0.0006699294510596933,0.0054482192254354,0.006769290382040134,0.000999000999000999,39.92450021951109
SARS-CoV-2,ORF1ab,316,19,1,0.032116496565759024,0.00438946259249518,0.000698174160952374,0.0055820253608509455,0.007309132771262452,0.000999000999000999,39.7136352560536
SARS-CoV-2,ORF1ab,325,19,1,0.03691718143164525,0.00437892306597842,0.0007049604980318471,0.005575598616493559,0.006616886891617617,0.000999000999000999,46.1561441478057
SARS-CoV-2,ORF1ab,334,19,1,0.010158441959786095,0.004327036061050739,0.0006823379167002686,0.005452026525098451,0.007276446651582101,0.000999000999000999,8.54621406199375
SARS-CoV-2,ORF1ab,343,19,1,0.010577419605403437,0.004264410410669338,0.0006797999149017554,0.005418297411401794,0.006940601113098315,0.000999000999000999,9.286569557229871
SARS-CoV-2,ORF1ab,352,19,1,0.010190439081707662,0.004270674769057356,0.0006771816932609114,0.005412552483220629,0.006547664180347474,0.000999000999000999,8.74176660645414
SARS-CoV-2,ORF1ab,361,19,1,0.008227515068267655,0.004251988735595326,0.0006808087254621636,0.00541049596044209,0.0069174626510632425,0.000999000999000999,5.83941742223348
SARS-CoV-2,ORF1ab,370,19,1,0.018900020560416453,0.004337281933999731,0.0006822469800454071,0.005533058583844373,0.006548926356995633,0.000999000999000999,21.345259198432064
SARS-CoV-2,ORF1ab,379,19,1,0.0320602478820729,0.004340391114820331,0.0006685361354806826,0.005459228808270403,0.006678040178413238,0.000999000999000999,41.463513034073735
SARS-CoV-2,ORF1ab,388,19,1,0.020372045889896148,0.004348573755084029,0.0007076869903146483,0.005575866779594394,0.00679769505344793,0.000999000999000999,22.642032924312826
SARS-CoV-2,ORF1ab,397,19,2,0.7531687661166973,0.0061534443701765276,0.0007022847707246656,0.0072915522276013195,0.008491421698170274,0.000999000999000999,1063.6928962245602
SARS-CoV-2,ORF1ab,406,19,1,0.015234211443630083,0.004389461011298503,0.000724164543719036,0.005574139852599066,0.007177378829714794,0.000999000999000999,14.97553356677342
SARS-CoV-2,ORF1ab,415,19,2,0.17346867195186233,0.0062265448585700905,0.0007472719127454084,0.007496123583885535,0.008470179282088316,0.000999000999000999,223.80357703912622
SARS-CoV-2,ORF1ab,424,19,2,0.17519120769211227,0.006213604206361674,0.0007367010961964233,0.007483106078528576,0.008597966313857106,0.000999000999000999,229.37064212090826
SARS-CoV-2,ORF1ab,433,19,1,0.017409148806792337,0.004401512836696739,0.0007138576637989827,0.005614025717015825,0.006806529144718559,0.000999000999000999,18.221610034796036
SARS-CoV-2,ORF1ab,442,19,1,0.010635053288321566,0.004317576421362573,0.0006642312380274855,0.005462808505971157,0.0064667971754002376,0.000999000999000999,9.510960197715935
SARS-CoV-2,ORF1ab,451,19,1,0.005896618590041795,0.0041503489184446015,0.0006826070496655116,0.005323728640650045,0.006526262936525124,0.004995004995004995,2.5582356239257913
SARS-CoV-2,ORF1ab,460,19,2,0.31247532848558374,0.005967244550558565,0.0007169477863243258,0.0071711373423704134,0.00827869635640742,0.000999000999000999,427.5180003085609
SARS-CoV-2,ORF1ab,469,19,1,0.02399130173344882,0.004218462440882305,0.0006606457991992368,0.005302535279366369,0.006456034376780475,0.000999000999000999,29.929561826523386
SARS-CoV-2,ORF1ab,478,19,1,0.0228746882249179,0.00438408888421929,0.0007061062620703622,0.005543369787139819,0.007266813472724323,0.000999000999000999,26.186709188051438
SARS-CoV-2,ORF1ab,487,19,1,0.017528286054896564,0.004293379571770633,0.0006881802948002977,0.0055908331849652115,0.0063376737443686,0.000999000999000999,19.23174287773897
SARS-CoV-2,ORF1ab,496,19,1,0.01707944096412685,0.00425109020240177,0.0006411514608005811,0.005355783432873321,0.006202856400151979,0.000999000999000999,20.00829998220204
SARS-CoV-2,ORF1ab,505,19,1,0.02520765915199259,0.004357545381722009,0.0006820025048437894,0.005518032953151031,0.007212300974198527,0.000999000999000999,30.571902041688592
SARS-CoV-2,ORF1ab,514,19,1,0.020916459021872398,0.004247949491119366,0.0006707162336264792,0.005353128842372575,0.006520326016753324,0.000999000999000999,24.851805719131736
SARS-CoV-2,ORF1ab,523,19,1,0.019658532084854546,0.004272799224337518,0.0006477265033186968,0.005364158601024291,0.00665841604780432,0.000999000999000999,23.753440351269496
SARS-CoV-2,ORF1ab,532,19,1,0.02095164715389055,0.004369254424902469,0.0006590056633647983,0.005473896260512599,0.006570364364009632,0.000999000999000999,25.162746924389864
SARS-CoV-2,ORF1ab,541,19,1,0.01977565084066526,0.004366101159342381,0.0007039162394503203,0.0055419693261699685,0.006639422877440712,0.000999000999000999,21.89116945697404
SARS-CoV-2,ORF1ab,550,19,1,0.06654849959317238,0.004343885194389582,0.0006924195236458985,0.005518137832332407,0.006579946837203721,0.000999000999000999,89.83659800816662
SARS-CoV-2,ORF1ab,559,19,1,0.025991452560669218,0.004347424659920454,0.0006778042118993382,0.0054242976664301895,0.00645936822612643,0.000999000999000999,31.932566249622468
SARS-CoV-2,ORF1ab,568,19,1,0.013617773865287022,0.004360251902243964,0.0007021618492138994,0.005562223591864087,0.006949316821701732,0.000999000999000999,13.184313521743249
SARS-CoV-2,ORF1ab,577,19,1,0.009075240991071423,0.004330155204712112,0.0006871168090986923,0.0055318521554708795,0.006960066583286421,0.000999000999000999,6.905792033502359
SARS-CoV-2,ORF1ab,586,19,1,0.022076534074528125,0.004355971365835731,0.0006829976501351093,0.005483944293773392,0.006546425863782778,0.000999000999000999,25.94527624683181
SARS-CoV-2,ORF1ab,595,19,1,0.0242550318579225,0.004275433318177575,0.000665399610063291,0.005405853963073349,0.006498713304657787,0.000999000999000999,30.02646565699748
SARS-CoV-2,ORF1ab,604,19,1,0.009006041583020218,0.004293697535207158,0.0006874962848389518,0.005448875821188105,0.007765635043447287,0.000999000999000999,6.854355655051927
SARS-CoV-2,ORF1ab,613,19,1,0.048790515429757896,0.004352100343323228,0.0007198974165036018,0.005616813037404614,0.006785704168561413,0.000999000999000999,61.72881589471898
SARS-CoV-2,ORF1ab,622,19,1,0.046486733142696614,0.004308135339570669,0.0006737123499366824,0.005444166869356758,0.006983833077443099,0.000999000999000999,62.60624108655574
SARS-CoV-2,ORF1ab,631,19,2,0.37973976017611644,0.006171117574783081,0.0007171128904896534,0.007345810308514004,0.008600806463973723,0.000999000999000999,520.9342176881748
SARS-CoV-2,ORF1ab,640,19,2,0.8081893323936377,0.0061888464252029375,0.0006962242573504761,0.0073454955285639075,0.008423521083173572,0.000999000999000999,1151.928387299369
SARS-CoV-2,ORF1ab,649,19,1,0.02416141860447055,0.004359431065610105,0.0006851003050349072,0.005535575431179593,0.006668234487056856,0.000999000999000999,28.903778604873775
SARS-CoV-2,ORF1ab,658,19,1,0.012001281933927284,0.004316789055261042,0.0006924113337948561,0.005477926736920295,0.0068591573448866005,0.000999000999000999,11.098161603667455
SARS-CoV-2,ORF1ab,667,19,1,0.016583836857266093,0.004432167665944987,0.0007104311227205209,0.005562606675217624,0.006435527410922241,0.000999000999000999,17.10464083384688
SARS-CoV-2,ORF1ab,676,19,1,0.01661415877308929,0.00433383580275286,0.0006572612134580262,0.005465873799809283,0.006553508659815056,0.000999000999000999,18.684082856078458
SARS-CoV-2,ORF1ab,685,19,1,0.016931241005022135,0.0043432557900924705,0.0006773477285237664,0.00548702141007043,0.006723014426431497,0.000999000999000999,18.58422887512198
SARS-CoV-2,ORF1ab,694,19,1,0.009745597254944435,0.004323660839001853,0.000676157110748199,0.005463841927355929,0.006749664862573776,0.000999000999000999,8.01875234284375
SARS-CoV-2,ORF1ab,703,19,1,0.007309945093880328,0.004259199287498502,0.0006737189515129876,0.005317764851449819,0.00658711483379351,0.000999000999000999,4.528217292285884
SARS-CoV-2,ORF1ab,712,19,1,0.01220742478822904,0.004250802741076368,0.0006850448767934811,0.0053968203428930136,0.0068172173719831235,0.000999000999000999,11.61474571475605
SARS-CoV-2,ORF1ab,721,19,1,0.006046988929089497,0.004210711443528854,0.0006787901396013786,0.005458549350554749,0.006913578955339272,0.005994005994005994,2.7052212140839313
SARS-CoV-2,ORF1ab,730,19,1,0.010075803084396685,0.004211677058222997,0.0006451074087917654,0.0053156082888091176,0.006381690207817774,0.000999000999000999,9.090154517302363
SARS-CoV-2,ORF1ab,739,19,1,0.014724863589937702,0.00423669600454241,0.0006635021653248039,0.00541962774987337,0.006775799886538189,0.000999000999000999,15.80728463826644
SARS-CoV-2,ORF1ab,748,19,1,0.016033144704030958,0.004185493404756388,0.0007025293443500926,0.00548096287990914,0.006610271110263784,0.000999000999000999,16.864279612739576
SARS-CoV-2,ORF1ab,757,19,1,0.009753494952596442,0.004050634327585658,0.0006362369498810989,0.005179311474702183,0.006482011134733941,0.000999000999000999,8.963422552048486
SARS-CoV-2,ORF1ab,766,19,1,0.012695798946217704,0.0042889648209165744,0.0006949234165695643,0.005498442834213255,0.00702929367600087,0.000999000999000999,12.09749725631756
SARS-CoV-2,ORF1ab,775,19,1,0.011471741374353746,0.004238976576112126,0.000682081629315255,0.005397588838332132,0.006224998081605397,0.000999000999000999,10.603957777755468
SARS-CoV-2,ORF1ab,784,19,1,0.006922548091424254,0.0041274448490499875,0.0006615190295782491,0.005199849556081483,0.006656336667295219,0.000999000999000999,4.225280176983393
SARS-CoV-2,ORF1ab,793,19,2,0.5201530673229885,0.00617598656644499,0.000699819878802349,0.007428708638797393,0.008299886145476039,0.000999000999000999,734.441956173278
SARS-CoV-2,ORF1ab,802,19,1,0.009846357159833617,0.004288387751225457,0.0006621443165699598,0.005364808943283266,0.006421449438317066,0.000999000999000999,8.393894306001982
SARS-CoV-2,ORF1ab,811,19,1,0.011938614978905967,0.0042714167723960144,0.0006908002820619156,0.005443486490016439,0.0065656573972697205,0.000999000999000999,11.099008505938553
SARS-CoV-2,ORF1ab,820,19,1,0.025490623193011906,0.004389028316944865,0.0006818679560201964,0.005552566394637906,0.007033902066828742,0.000999000999000999,30.946746638790614
SARS-CoV-2,ORF1ab,829,19,1,0.02639006658732861,0.004363002723874833,0.000712954850948334,0.005556848630449239,0.007210399489721017,0.000999000999000999,30.89545408682551
SARS-CoV-2,ORF1ab,838,19,1,0.020639893755332865,0.004368128816328424,0.0007197967263660391,0.005553239874415534,0.007127132336804738,0.000999000999000999,22.606055769597567
SARS-CoV-2,ORF1ab,847,19,1,0.009893206738444776,0.004183393345161761,0.000667594887392165,0.005313727961425777,0.006422122132116243,0.000999000999000999,8.552811744241087
SARS-CoV-2,ORF1ab,856,19,1,0.009393229040473787,0.004284985515434422,0.000707876056242374,0.005470099292135302,0.006783476005491778,0.000999000999000999,7.216296525348672
SARS-CoV-2,ORF1ab,865,19,1,0.03729381948790081,0.004337644237478693,0.0006919652984744588,0.005520023660097235,0.006867816057472372,0.000999000999000999,47.62691904215276
SARS-CoV-2,ORF1ab,874,19,1,0.011420184216406677,0.004317479393498655,0.0006638411598459598,0.0054526046690378735,0.006546753836870391,0.000999000999000999,10.699404093226399
SARS-CoV-2,ORF1ab,883,19,1,0.01352548045441174,0.00436004235136971,0.0006908138159614567,0.005546732726174218,0.006964726334871514,0.000999000999000999,13.26759524964887
SARS-CoV-2,ORF1ab,892,19,1,0.011607989900323173,0.004181147707631307,0.0006851839758161177,0.005307692225532271,0.006654493659706393,0.000999000999000999,10.83919422348692
SARS-CoV-2,ORF1ab,901,19,1,0.013955540091692382,0.004358925068102192,0.0006793089639515006,0.005533848325076828,0.007132359320864504,0.000999000999000999,14.127025452111274
SARS-CoV-2,ORF1ab,910,19,1,0.01459470534491709,0.0043776567021556415,0.0006867583484341102,0.005571887109793899,0.007033825613130138,0.000999000999000999,14.877210689986542
SARS-CoV-2,ORF1ab,919,19,2,0.2211971748007452,0.006189403170452178,0.0007048721048767355,0.007368923673112975,0.008598961102421874,0.000999000999000999,305.0308987158635
SARS-CoV-2,ORF1ab,928,19,1,0.011715040793121313,0.004266579131716677,0.00065619259351933,0.0053530060962320245,0.006241226775815535,0.000999000999000999,11.351029766210276
SARS-CoV-2,ORF1ab,937,19,1,0.006259340871072644,0.004228973353386936,0.0006520805637607068,0.005307548307533567,0.006353316328109621,0.001998001998001998,3.11367587154582
SARS-CoV-2,ORF1ab,946,19,1,0.021535884551792506,0.004366072890048327,0.0007006526796563667,0.0055574369497198885,0.006795029155806993,0.000999000999000999,24.505453501105666
SARS-CoV-2,ORF1ab,955,19,1,0.012284608435624985,0.004306204034526397,0.0006992876450610448,0.005587451941988687,0.006762095100062477,0.000999000999000999,11.409331277978046
SARS-CoV-2,ORF1ab,964,19,1,0.012245093348196815,0.004333829118115842,0.0006836932338105624,0.005548020916876416,0.006871610503460513,0.000999000999000999,11.57136540022133
SARS-CoV-2,ORF1ab,973,19,1,0.009467221221631884,0.004147452855162212,0.000680945860015969,0.005316492496536511,0.006877676269508822,0.000999000999000999,7.812322063820048
SARS-CoV-2,ORF1ab,982,19,1,0.01562602250658195,0.004205336724603928,0.0006751909303965738,0.0053519519217119695,0.006562732535452765,0.000999000999000999,16.914749988229367
SARS-CoV-2,ORF1ab,991,19,1,0.014431436428755669,0.004313605674143136,0.0006798528988667361,0.005394931640598002,0.0071110203575124745,0.000999000999000999,14.88238230869972
SARS-CoV-2,ORF1ab,1000,19,2,0.21819571842159616,0.006156794888005809,0.0007216548062198633,0.00735404545144297,0.008647073465880284,0.000999000999000999,293.82319871779447
SARS-CoV-2,ORF1ab,1009,19,1,0.009138041890720353,0.004248809388790423,0.0006819894286882786,0.005378997080830202,0.006931332423317852,0.000999000999000999,7.1690737367201685
SARS-CoV-2,ORF1ab,1018,19,1,0.014610594837930296,0.004359464286356061,0.000687551481472031,0.005525484337482716,0.006886599166271231,0.000999000999000999,14.909618883558819
SARS-CoV-2,ORF1ab,1027,19,1,0.012447069020395845,0.004281040512867174,0.0006839011710428943,0.005436489512203671,0.006922335212571471,0.000999000999000999,11.940363393553097
SARS-CoV-2,ORF1ab,1036,19,1,0.013955295960897543,0.004347122281839912,0.0006801965389228772,0.005490011781378466,0.006702854718573875,0.000999000999000999,14.12558448808431
SARS-CoV-2,ORF1ab,1045,19,1,0.01078016212523294,0.004280520756347931,0.0006788964151845656,0.005446066174019704,0.006499848400653561,0.000999000999000999,9.57383368583263
SARS-CoV-2,ORF1ab,1054,19,1,0.0107382597594434,0.004207216721257258,0.0006684918126562071,0.0053100013352593645,0.0063006515972760845,0.000999000999000999,9.769817542320352
SARS-CoV-2,ORF1ab,1063,19,1,0.007547508081975679,0.004084133966823604,0.0006553629522814937,0.005193937449044775,0.006298172242907795,0.000999000999000999,5.284665700273632
SARS-CoV-2,ORF1ab,1072,19,1,0.0268336491101879,0.004318576561696608,0.000711921687330245,0.0054815041852836035,0.006846553400334931,0.000999000999000999,31.625771414443566
SARS-CoV-2,ORF1ab,1081,19,1,0.02885472449552548,0.0043770946258115334,0.0006735282244180633,0.005482801088372131,0.006999891900474448,0.000999000999000999,36.34239662467437
SARS-CoV-2,ORF1ab,1090,19,1,0.012814477150790156,0.004175698230299073,0.0007187917022840655,0.005475727585844928,0.006957529147424782,0.000999000999000999,12.018473353323504
SARS-CoV-2,ORF1ab,1099,19,1,0.012679310025320132,0.004091837125127233,0.000652933340309485,0.005181739347668729,0.00618508455702356,0.000999000999000999,13.152143366001967
SARS-CoV-2,ORF1ab,1108,19,1,0.05335661275744771,0.004384720195216737,0.0007220629983503846,0.00560406647877556,0.006648548133068004,0.000999000999000999,67.82218819425937
SARS-CoV-2,ORF1ab,1117,19,1,0.018677482020477785,0.004321079541356503,0.0006993520495149816,0.005506973065847921,0.006838659256254076,0.000999000999000999,20.528148146670638
SARS-CoV-2,ORF1ab,1126,19,1,0.0480399560063337,0.004360272298968441,0.0006765682297632118,0.005512007891052153,0.006476750347386466,0.000999000999000999,64.560648558169
SARS-CoV-2,ORF1ab,1135,19,1,0.007618311541956661,0.004263626107710378,0.0006467176594896244,0.005390351339572017,0.0068072471283998045,0.000999000999000999,5.187248848119793
SARS-CoV-2,ORF1ab,1144,19,1,0.010042693110232263,0.004263803127245655,0.000654623525528818,0.005370994345222148,0.006639568412215487,0.000999000999000999,8.827806758576703
SARS-CoV-2,ORF1ab,1153,19,1,0.013906697557262081,0.00437483877170974,0.0006911689095846029,0.0055997999645756935,0.006832417470020291,0.000999000999000999,13.790925276544993
SARS-CoV-2,ORF1ab,1162,19,1,0.012806161590531915,0.004341936923033624,0.0006937009326847376,0.005538635718825581,0.007050010232285258,0.000999000999000999,12.20154719230424
SARS-CoV-2,ORF1ab,1171,19,1,0.011489514343935579,0.0044103995511313235,0.0006740099789960979,0.005597310222074581,0.006484768766144109,0.000999000999000999,10.502982171492803
SARS-CoV-2,ORF1ab,1180,19,1,0.056193475708054205,0.004394212339729414,0.0006845722535798252,0.005578921200165696,0.006897804525730904,0.000999000999000999,75.66661239547987
SARS-CoV-2,ORF1ab,1189,19,1,0.03447874823868391,0.0043729387995810436,0.0006903629191652069,0.005536352900821667,0.007224284632291027,0.000999000999000999,43.60867103857068
SARS-CoV-2,ORF1ab,1198,19,1,0.02113299814791343,0.004343742363536513,0.0006853279084898768,0.005442804132251013,0.007287394114002825,0.000999000999000999,24.49813523773185
SARS-CoV-2,ORF1ab,1207,19,1,0.008825237677375808,0.004363467163080315,0.0006639135953657377,0.005468333652840224,0.007264350420180185,0.000999000999000999,6.720408416757283
SARS-CoV-2,ORF1ab,1216,19,1,0.023929232950092874,0.004280486144082253,0.0006827890657899521,0.005475588231029325,0.006700182449248369,0.000999000999000999,28.777184331852215
SARS-CoV-2,ORF1ab,1225,19,2,0.10577075112348708,0.0061672164888465116,0.0006963817975368778,0.00737924562127228,0.008364439168113814,0.000999000999000999,143.0300662466209
SARS-CoV-2,ORF1ab,1234,19,1,0.011346815979975663,0.004137042525516279,0.0006823570640248345,0.005232399561600462,0.006742265754447228,0.000999000999000999,10.565983463163771
SARS-CoV-2,ORF1ab,1243,19,1,0.011854831709423285,0.004375553663840409,0.0006969438154969935,0.005530321812669999,0.006775287382425334,0.000999000999000999,10.731536573359751
SARS-CoV-2,ORF1ab,1252,19,1,0.010714782826950955,0.004258043916858781,0.0006734566842954843,0.005393001831215171,0.007098460855444912,0.000999000999000999,9.587459833213607
SARS-CoV-2,ORF1ab,1261,19,1,0.025164176692862462,0.004333131644064142,0.0006615624565629101,0.005458513829086301,0.0070725054655963035,0.000999000999000999,31.487646921538133
SARS-CoV-2,ORF1ab,1270,19,1,0.00982793527086877,0.0042126955876843845,0.0006735360071501697,0.005323440800866701,0.006313251574650429,0.000999000999000999,8.336955446440484
SARS-CoV-2,ORF1ab,1279,19,1,0.006324196137672365,0.00428363470259857,0.0006628395235684393,0.00541952973515027,0.006455218013408237,0.002997002997002997,3.078515028929326
SARS-CoV-2,ORF1ab,1288,19,1,0.021925431036190778,0.00433428536302364,0.0006835160151337156,0.005574132132089817,0.0064403066155254984,0.000999000999000999,25.736259697917685
SARS-CoV-2,ORF1ab,1297,19,1,0.00966398590333224,0.004251588447678411,0.0006649179996250271,0.00539089837214484,0.006191888074284612,0.000999000999000999,8.139947269747681
SARS-CoV-2,ORF1ab,1306,19,1,0.014666723326356844,0.004210832565708416,0.0006718855969391551,0.005351162104476223,0.006605877169805425,0.000999000999000999,15.562010568884538
SARS-CoV-2,ORF1ab,1315,19,1,0.014017211899748097,0.004277974335208416,0.0007010519202480433,0.005458903381520478,0.006729589113729249,0.000999000999000999,13.892319931302353
SARS-CoV-2,ORF1ab,1324,19,1,0.021369757638175946,0.004376747615570829,0.0006865935902254468,0.005556417891670849,0.006842384728694969,0.000999000999000999,24.749735891104613
SARS-CoV-2,ORF1ab,1333,19,1,0.012831563983914,0.004313128236622872,0.0006710713335664438,0.005404167989230979,0.006813895755379721,0.000999000999000999,12.69378577389002
SARS-CoV-2,ORF1ab,1342,19,1,0.015745111799575683,0.004336714777810096,0.0006788946978197398,0.005526405863450106,0.0067037939860113294,0.000999000999000999,16.804369010987248
SARS-CoV-2,ORF1ab,1351,19,1,0.016097541229998864,0.004317324416325368,0.0006816040689895195,0.005409464369543106,0.006537359483494515,0.000999000999000999,17.283078769083215
SARS-CoV-2,ORF1ab,1360,19,2,0.09185525953064266,0.00619656248094508,0.0007050112035102875,0.007336240078897021,0.008470772810214116,0.000999000999000999,121.49976712880374
SARS-CoV-2,ORF1ab,1369,19,1,0.009703444623792936,0.004176450252279304,0.0006704143849333458,0.005318516277796761,0.0068368102748380235,0.000999000999000999,8.244146449905216
SARS-CoV-2,ORF1ab,1378,19,1,0.009430003952267195,0.004311342432261519,0.0006889770680712493,0.005435793281663175,0.006506491953079906,0.000999000999000999,7.429364135928453
SARS-CoV-2,ORF1ab,1387,19,1,0.008530841149110806,0.004220659419670758,0.0006885551498061184,0.0054116949229238,0.006836805892465788,0.000999000999000999,6.259748010967165
SARS-CoV-2,ORF1ab,1396,19,1,0.012197614896712715,0.004246680057331314,0.0006791970359459223,0.00539562542916307,0.006759636595755462,0.000999000999000999,11.706374466590656
SARS-CoV-2,ORF1ab,1405,19,1,0.009544408306484944,0.004358369919197027,0.0006765381863711511,0.005560224583454895,0.00714986808308631,0.000999000999000999,7.665551615208959
SARS-CoV-2,ORF1ab,1414,19,1,0.013717434617042668,0.004359090530630727,0.0007102511364644981,0.005545003828940815,0.006869897223056575,0.000999000999000999,13.176105754643475
SARS-CoV-2,ORF1ab,1423,19,1,0.010095871919770323,0.004266239813890532,0.000689150052678149,0.005416088737487797,0.006616191513598873,0.000999000999000999,8.459162243730367
SARS-CoV-2,ORF1ab,1432,19,1,0.014372050863611251,0.0043607059162705086,0.0007013865812396843,0.005535286076995096,0.006878789551321083,0.000999000999000999,14.273647678924688
